sourceX,sourceY,sourceZ,sourceAz,sourceEl,tdoaX,tdoaY,tdoaZ,tdoa_error_cm,tdoaAz,tdoaEl
-5,-5,-5,-135,-35.2643896827547,-4.97133210945498,-4.97133212657394,-4.97133218655346,4.96541885733658,-134.9999999079,-35.2643900304059
-5,-5,-4.5,-135,-32.6625475132268,-5.00143115228947,-5.00143115664083,-4.49459802817856,0.576868319167265,-134.999999976721,-32.6266100427226
-5,-5,-4,-135,-29.8999790037259,-5.00127337537547,-5.00127336377568,-3.99987422661065,0.180520333966861,-135.000000062058,-29.8933756306354
-5,-5,-3.5,-135,-26.9753719364522,-5.01511019092203,-5.01511019766072,-3.50603518070063,2.22049397462679,-134.999999964041,-26.9463471332905
-5,-5,-3,-135,-23.8906244821185,-4.95490884520485,-4.9549088514958,-2.97244990317461,6.94653276770232,-134.99999996605,-23.8950632900442
-5,-5,-2.5,-135,-20.6515450187979,-4.99644213055753,-4.99644213685358,-2.49542971281373,0.679737817862351,-134.999999966286,-20.6338129970242
-5,-5,-2,-135,-17.2684571548639,-5.01353688356875,-5.01353687987565,-2.00641244426881,2.01894471202763,-135.000000019713,-17.2716324326615
-5,-5,-1.5,-135,-13.7566036591828,-5.02639722477794,-5.02639721392373,-1.50407139483677,3.75526648166203,-135.000000057798,-13.7205906598852
-5,-5,-1,-135,-10.1362367146921,-4.83100528196941,-4.83100525875955,-0.970073217549301,24.0861058697783,-135.000000128249,-10.2331383384676
-5,-5,-0.5,-135,-6.43229977500349,-4.80124847795982,-4.80124843785722,-0.488852791473403,28.1298082512874,-135.000000222871,-6.59166623086619
-5,-5,0,-135,-2.67365343445354,-4.67223501759574,-4.67223499163652,-0.00904061801487244,46.3617856830453,-135.000000147972,-2.9204361949492
-5,-5,0.5,-135,1.1081298728885,-2.89782416190482,-2.89782416045576,0.217617870615233,298.630644469562,-135.000000012768,-1.69334991724631
-5,-5,1,-135,4.88029511478572,-1.45032362823844,-1.45032362560293,0.173750922242389,508.754284951885,-135.000000041855,-4.03161234939476
-5,-5,1.5,-135,8.61058146612497,-0.932397404239814,-0.93239740395909,0.154559686086252,590.770610259668,-135.000000006254,-6.24450891972768
-5,-5,2,-135,12.2688369887635,-0.686652755971733,-0.686652755971733,0.156614618406875,637.244054975829,-135,-7.62508796544085
-5,-5,2.5,-135,15.8283756531216,-0.546375641037085,-0.546375641037085,0.168804053006639,671.595223365786,-135,-8.25960321535317
-5,-5,3,-135,19.266937794668,-0.456432126973075,-0.456432126973018,0.186537982126507,701.452682364407,-135.000000000002,-8.29540228029797
-5,-5,3.5,-135,22.567195042299,-0.394752746528609,-0.394752746529325,0.209811027081118,729.670802545381,-134.999999999973,-7.73505501446597
-5,-5,4,-135,25.716819760005,-0.352536852918969,-0.352536852918969,0.236981633490482,757.351534187663,-135,-6.65854665698892
-5,-5,4.5,-135,28.7081977727993,-0.321890450341784,-0.321890450342815,0.267352678026718,785.396213827166,-134.999999999956,-5.15649363423004
-5,-5,5,-135,31.5378929386261,-0.300684341509878,-0.300684341509878,0.300684341449838,813.945348134355,-135,-3.27040498775961
-5,-4.5,-5,-137.804419414035,-36.5331343011201,-5.0014281220469,-4.49459550997316,-5.0014280752701,0.576952719104086,-137.843786030011,-36.5501950767573
-5,-4.5,-4.5,-137.804419414035,-33.8878145100974,-4.97565331725523,-4.47809749641932,-4.47809748286415,3.93979806673166,-137.803414492522,-33.8883274781033
-5,-4.5,-4,-137.804419414035,-31.0677228696516,-4.9593607273979,-4.4601348038013,-3.96396252295506,6.73756936688098,-137.822308924793,-31.0573617928227
-5,-4.5,-3.5,-137.804419414035,-28.0699975252233,-5.01693393926307,-4.51698879233196,-3.50805121356057,2.53021620353203,-137.794838558465,-28.0409217876661
-5,-4.5,-3,-137.804419414035,-24.8952870011781,-4.97015326254724,-4.46998366317249,-2.98109579076757,4.63592206558694,-137.821892590006,-24.8999715665719
-5,-4.5,-2.5,-137.804419414035,-21.5486475409587,-5.00828531526714,-4.5067919106666,-2.50152865373335,1.082188901327,-137.808640178397,-21.5301748290784
-5,-4.5,-2,-137.804419414035,-18.0403596058476,-4.96914654834022,-4.47235059311642,-1.98485466437258,4.41112952836727,-137.802514306458,-18.028448560975
-5,-4.5,-1.5,-137.804419414035,-14.3865250671345,-5.08053843357436,-4.57125288677802,-1.5200988069532,10.9395498983066,-137.814627177767,-14.3316650786818
-5,-4.5,-1,-137.804419414035,-10.6092895481761,-5.04260000894158,-4.53352149700214,-1.00683960563124,5.46372741658846,-137.834154395737,-10.5842755258513
-5,-4.5,-0.5,-137.804419414035,-6.73654996690076,-4.95984654035127,-4.46116800841119,-0.495004950589103,5.60818545621753,-137.818797167306,-6.74915521545638
-5,-4.5,0,-137.804419414035,-2.80106609934733,-4.54266449962882,-4.08516630682676,-0.0165343944772525,61.7669927301176,-137.805777618464,-3.20521122937223
-5,-4.5,0.5,-137.804419414035,1.16100585292912,-3.32709681416023,-2.9939952489281,0.274300617794512,226.221033296463,-137.713503576664,-0.912607636437386
-5,-4.5,1,-137.804419414035,5.11202126520464,-1.46916012548227,-1.31513346276593,0.177735589384907,482.559051727785,-137.526023446377,-4.06955980375462
-5,-4.5,1.5,-137.804419414035,9.01495805148268,-0.942989707765258,-0.838525904232357,0.159447356976308,562.697133936134,-137.403668524829,-6.28906786229993
-5,-4.5,2,-137.804419414035,12.8354420480968,-0.699919864601484,-0.616614570314221,0.16348124179223,607.817182346746,-137.357309326195,-7.56004276643772
